"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"H5YNKXNI","thesis","2017","Jolly, Spencer Windhorst","Spectral phase manipulation of optical pump pulses for mJ-Level narrowband terahertz generation in PPLN","","","","","https://nbn-resolving.org/urn%3Anbn%3Ade%3Agbv%3A18-89322","","2017","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://ediss.sub.uni-hamburg.de/bitstream/ediss/7518/1/Dissertation.pdf Citation Key: jolly__2017__spectral","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:uni-hamburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZ6RUTAA","thesis","2012","Ivanisenko, Yevgeniy","Investigation of slice emittance using an energy-chirped electron beam in a dispersive section for photo injector characterization at PITZ","","","","","https://bib-pubdb1.desy.de/record/139054","","2012","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://bib-pubdb1.desy.de/record/139054/files/desy-thesis.Ivanisenk.pdf?version=2 Citation Key: ivanisenko__2012__investigation","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:uni-hamburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4F5GKQQJ","thesis","2010","Hänel, Marc","Experimental investigations on the influence of the photocathode laser pulse parameters on the electron bunch quality in an RF - photoelectron source","","","","","https://doi.org/10.3204/DESY-THESIS-2010-027","","2010","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","tex.fulltextUrl: https://doi.org/10.3204/DESY-THESIS-2010-027 Citation Key: hanel__2010__experimental","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:uni-hamburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7AGQW9PH","thesis","2010","Hacker, Kirsten","Measuring the electron beam energy in a magnetic bunch compressor","","","","","https://doi.org/10.3204/DESY-THESIS-2010-037","","2010","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://bib-pubdb1.desy.de/record/92282/files/kirsten_hacker_diss.pdf?version=3 Citation Key: hacker__2010__measuring","","","","#degree/title/:dr.rer.nat.; #author/gender/:female; #degree/granted-by/:uni-hamburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5V5B8ZVW","thesis","2017","Dornmair, Irene","Advanced beam dynamics and diagnostics concepts for laser-plasma accelerators","","","","","https://doi.org/10.3204/PUBDB-2017-02493","","2017","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://bib-pubdb1.desy.de/record/321223/files/thesis_dornmair_publication.pdf?version=1 Citation Key: dornmair__2017__advanced","","","","#degree/title/:dr.rer.nat.; #author/gender/:female; #degree/granted-by/:uni-hamburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRQSERMY","thesis","2017","Delbos, Niels Matthias","High repetition rate laser-plasma accelerator: 5 hz electron beam generation and advanced target design","","","","","https://d-nb.info/1142414426","","2017","2025-06-13 13:27:27","2025-06-13 13:27:27","","","185","","","","","","","","","","Universität Hamburg","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: none Citation Key: delbos__2017__high","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:uni-hamburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43CPNR8G","thesis","2017","Brümmer, Theresa","Design study of a laser-driven x-ray source for medical fluorescence imaging","","","","","https://doi.org/10.3204/PUBDB-2018-01857","","2017","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://bib-pubdb1.desy.de/record/402600/files/PhDThesis_BruemmerTheresa.pdf?version=1 Citation Key: brummer__2017__design","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:uni-hamburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQSFVBD5","thesis","2011","Bödewadt, Jörn","Transverse beam diagnostics for the XUV seeding experiment at FLASH","","","","","https://doi.org/10.3204/DESY-THESIS-2011-043","","2011","2025-06-13 13:27:27","2025-09-03 03:56:33","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://bib-pubdb1.desy.de/record/96487/files/11_12_12%20-%20PhDThesis_Joern_Boedewadt_FINAL.pdf?version=3 Citation Key: bodewadt__2011__transverse","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:uni-hamburg; #is-about/facility/:flash; #has-affiliation/:desy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L63PZIZD","thesis","2012","Bock, Marie Kristin","Measuring the electron bunch timing with femtosecond resolution at FLASH","","","","","https://doi.org/10.3204/DESY-THESIS-2013-008","","2012","2025-06-13 13:27:27","2025-09-03 03:56:33","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://bib-pubdb1.desy.de/record/139310/files/desy-thesis-13-008.pdf?version=3 Citation Key: bock__2012__measuring","","","","#degree/title/:dr.rer.nat.; #author/gender/:female; #degree/granted-by/:uni-hamburg; #is-about/facility/:flash; #has-affiliation/:desy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FMDADQIQ","thesis","2012","Behrens, Christopher","Characterization and control of femtosecond electron and x-ray beams at free-electron lasers","","","","","https://doi.org/10.3204/DESY-THESIS-2012-038","","2012","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://bib-pubdb1.desy.de/record/139966/files/desy-thesis-12-038.pdf?version=1 Citation Key: behrens__2012__characterization","","","","#author/gender/:male; #degree/title/:dr.rer.nat.; #degree/granted-by/:uni-hamburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q55W8PNL","thesis","2013","Zander, Sven","Optische Strahldiagnose an der Elektronen-Stretcher-Anlage ELSA","","","","","https://doi.org/20.500.11811/5770","An der Elektronen-Stretcher-Anlage ELSA wird eine resonante Anregung der horizontalen Strahlschwingungen zur Extraktion der Elektronen aus dem Speicherring genutzt. Diese Extraktionsmethode ermöglicht an den beiden Experimentierplätzen einen konstanten Strom über einen Extraktionszeitraum von mehreren Sekunden zur Verfügung zu stellen. Diese Extraktionsmethode hat maßgeblichen Einfluss auf die Strahlqualität. Im Rahmen dieser Arbeit wurde die Emittanz als Maß für die Strahlqualität aus den Strahlbreiten des Elektronenstrahls bestimmt. Zur Messung der Strahlbreiten wurde die optische Strahldiagnose genutzt. Der Schwerpunkt lag hierbei auf der Diagnostik mittels Synchrotronlicht, da diese keine Beeinflussung des Elektronenstrahls zur Folge hat. Ein Ziel dieser Arbeit war die Untersuchung des Einflusses der Extraktionsmethode auf die Strahlqualität. Um diese Untersuchungen zu ermöglichen wurde ein System aus Synchrotronlichtmonitoren aufgebaut und erweitert. Dieses System wurde auf die simultane Messung der Strahlprofile im Speicherring und in der externen Strahlführung ausgelegt. Als Maß der Strahlqualität wurde die Emittanz in Abhängigkeit der Extraktionseinstellungen bestimmt. Um die Entwicklung der Emittanz über einen Beschleunigerzyklus untersuchen zu können, wurden erstmals zeitaufgelöste Emittanzmessungen durchgeführt. Zur Erweiterung und Verbesserung der optischen Strahldiagnose im Speicherring wurde als weiterer Schwerpunkt dieser Arbeit ein neuer Diagnoseplatz in einem an den Beschleuniger angrenzenden Labor geplant, aufgebaut und in Betrieb genommen. An diesem Diagnoseplatz wurde ein hochauflösender Synchrotronlichtmonitor, der im UV-Bereich sensitiv ist, aufgebaut und in das Diagnosesystem implementiert. Die Positionierung des Diagnoseplatzes außerhalb des Beschleunigertunnels ermöglicht den Einsatz von strahlungsempfindlicher Diagnostik. Zur Untersuchung der longitudinalen Ladungsverteilung in den Elektronenpaketen und ihren Schwingungen untereinander ist die optische Strahldiagnose um ein Streakkamerasystem erweitert worden. Der Diagnoseplatz und die dazugehörige Strahlführung wurden auf dessen Einsatz hin ausgelegt. Erste erfolgreiche Untersuchungen der longitudinalen Ladungsverteilung mit einem zeitlichen Auflösungsvermögen im Bereich von wenigen Picosekunden werden vorgestellt.  Optical beam diagnostics at the Electron Stretcher Accelerator ELSA: At the ELectron Stretcher Accelerator ELSA, a resonant excitation of the horizontal particle oscillations is used to extract the electrons to the experiments. This so-called resonance extraction influences the properties of the extracted beam. The emittance, as a number of the beam quality, was determined by using synchrotron light monitors. To enable broad investigations of the emittance a system of synchrotron light monitors was set up. This system was used to measure the influence of the extraction method on the emittance. Time resolved measurements were conducted to investigate the development of the emittance during an accelerator cycle. To improve the optical beam diagnostics a new beamline to an external laboratory was constructed. There, a new high resolution synchrotron light monitor was commissioned. In addition, a streak camera has been installed to enable longitudinal diagnostics of the beam profiles. First measurements of the longitudinal charge distribution with a time resolution in the range of a few picoseconds were conducted successfully.","2013","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Universität Bonn","","de","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://bonndoc.ulb.uni-bonn.de/xmlui/bitstream/handle/20.500.11811/5770/3365.pdf?sequence=1&isAllowed=y Citation Key: zander__2013__optische","","","","#author/gender/:male; #degree/granted-by/:uni-bonn; #degree/title/:dr.rer.nat.; #is-about/facility/:elsa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCUR4YIY","thesis","2017","Schmidt, Jan Felix","Spindynamik in Elektronensynchrotronen","","","","","https://doi.org/20.500.11811/7256","Um unser Verständnis des Aufbaus der Materie voranzutreiben sind Experimente mit hochenergetischen Teilchen erforderlich, bei denen alle Eingangsparameter bekannt sind und variiert werden können. Zu diesen gehört auch die Spinausrichtung der Teilchen. Die Bereitstellung spinpolarisierter Teilchenstrahlen mit Kreisbeschleunigern erfordert die Berücksichtigung depolarisierender Resonanzen, die bei bestimmten Strahlenergien die Polarisation vollständig zunichtemachen können. Die Spindynamik unter dem Einfluss solcher Resonanzen wird aufgrund der Komplexität eines Beschleunigers und der Vielzahl an Teilchen vor allem numerisch behandelt. Auf kurzen Zeitskalen bis zu Sekunden, wie bei Energierampen in einem Synchrotron, werden dazu Spintracking-Verfahren eingesetzt. Für Elektronenstrahlen spielt dabei auch die Synchrotronstrahlung eine entscheidende Rolle. Im Rahmen dieser Arbeit wurde das Spintracking-Programm Polematrix für Elektronensynchrotrone entwickelt, welches ein ideales Werkzeug zur Untersuchung der Einflüsse der Synchrotronlichtabstrahlung auf die Spindynamik ist. Es ermöglicht insbesondere Studien mit verschiedenen Modellen der longitudinalen Strahldynamik. So wurden erstmals Spintracking-Simulationen auf Basis eines realistischen Teilchentrackings des etablierten Programms Elegant durchgeführt. Die numerischen Studien zeigen die Effekte, die zur Depolarisation eines Elektronenstrahls führen: Durch die verglichen mit Protonenstrahlen um Größenordnungen höhere Synchrotronfrequenz treten die Synchrotronseitenbänder depolarisierender Resonanzen als separate Resonanzen auf. Außerdem verschwindet Polarisation senkrecht zur stabilen Spinachse durch die Dekohärenz der einzelnen Spinpräzessionen, wobei die Geschwindigkeit der Depolarisation über die Optik des Beschleunigers verändert werden kann. Polematrix ist für beliebige Elektronenbeschleuniger nutzbar und leicht zugänglich, weil es die weitverbreiteten Lattice-Dateien von MAD-X und Elegant als Eingangsdateien nutzt, und wurde als Open-Source-Programm veröffentlicht. Die Beschleunigeranlage ELSA am Physikalischen Institut der Universität Bonn ist derzeit das weltweit einzige Elektronensynchrotron mit polarisiertem Strahl. Es werden verschiedene dedizierte Maßnahmen zur Kompensation depolarisierender Resonanzen eingesetzt, deren Optimierung entscheidend für das Erreichen eines hohen Polarisationsgrades ist. Unter dem Einfluss stetiger Weiterentwicklungen desBeschleunigers konnte im Rahmen dieser Arbeit der höchste bisher bei ELSA gemessene Polarisationsgrad erreicht werden. Außerdem wurde ein verbessertes Korrekturschema zur Kompensation von Imperfektionsresonanzen in Betrieb genommen und dessen Funktionalität mit Messungen und Spintracking-Simulationen nachgewiesen. Darüber hinaus wurden bei ELSA einzigartige Polarisationsmessungen durchgeführt, die die spezifische Spindynamik von Elektronenstrahlen zeigen und deren korrekte Modellierung durch das Spintracking-Programm Polematrix bestätigen.  Spin Dynamics in Electron Synchrotrons: Providing spin polarized particle beams with circular accelerators requires the consideration of depolarizing resonances which may significantly reduce the desired degree of polarization at specific beam energies. The corresponding spin dynamical effects are typically analyzed with numerical methods. In case of electron beams the influence of the emission of synchrotron radiation has to be taken into account. On short timescales, as in synchrotrons with a fast energy ramp or in damping rings, spin dynamics are investigated with spin tracking algorithms. This thesis presents the spin tracking code Polematrix as a versatile tool to study the impact of synchrotron radiation on spin dynamics. Spin tracking simulations have been performed based on the well established particle tracking code Elegant. The numerical studies demonstrate effects which are responsible for beam depolarization: Synchrotron side bands of depolarizing resonances and decoherence of spin precession. Polematrix can be utilized for any electron accelerator with minimal effort as it imports lattice files from the tracking programs MAD-X or Elegant. Polematrix has been published as open source software. Currently, the Electron Stretcher Accelerator ELSA at Bonn University is the only electron synchrotron worldwide providing a polarized beam. Integer and intrinsic depolarizing resonances are compensated with dedicated countermeasures during the fast energy ramp. Polarization measurements from ELSA demonstrate the particular spin dynamics of electrons and confirm the results of the spin tracking code Polematrix.","2017","2025-06-13 13:27:27","2025-06-13 13:27:27","","","150","","","","","","","","","","Universität Bonn","","de","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://bonndoc.ulb.uni-bonn.de/xmlui/bitstream/handle/20.500.11811/7256/4831.pdf?sequence=1&isAllowed=y Citation Key: schmidt__2017__spindynamik","","","","#author/gender/:male; #degree/granted-by/:uni-bonn; #degree/title/:dr.rer.nat.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEV8SSI7","thesis","2015","Schedler, Manuel","Intensitäts- und Energieerhöhung an ELSA","","","","","https://doi.org/20.500.11811/6574","An der Elektronen-Stretcher-Anlage ELSA am Physikalischen Institut der Universität Bonn werden im Zuge des Sonderforschungsbereichs SFB/TR 16 “Elektromagnetische Anregung subnuklearer Systeme” Experimente zur Untersuchung der Hadronenstruktur durchgeführt. Dabei werden linear oder zirkular polarisierte Photonenstrahlen, erzeugt aus spinpolarisierten oder unpolarisierten Elektronenstrahlen durch Streuung an sogenannten Bremsstrahlungstargets, an spinpolarisierten Baryonen gestreut. Zur Detektion kleiner Wirkungsquerschnitte sind dabei große Streu- und Ereignisraten erforderlich. Daraus resultiert die Notwendigkeit einer Erhöhung der Intensität des Elektronenstrahls um etwa eine Größenordnung. Der durch die Beschleunigeranlage ELSA generierte Elektronenstrahl durchläuft zwei Vorbeschleunigerstufen in Form eines Linearbeschleunigers und des Booster-Synchrotrons und wird im ELSA-Stretcherring bei einer Endenergie von maximal 3,2GeV über mehrere Sekunden zu den Hadronenphysikexperimenten extrahiert. Die geplante Intensitätserhöhung erfordert zur Wahrung des makroskopischen Tastverhältnisses eine äquivalente Intensitätserhöhung des internen Strahls auf bis zu 200mA. Ziel dieser Arbeit ist die Umrüstung der drei Beschleunigerstufen zum Erreichen der gewünschten Strahlintensitäten an den Experimentierplätzen. Durch den Einsatz eines neuen Linearbeschleunigers LINAC 1 mit einer thermischen Hochstromelektronenquelle kann in Verbindung mit dem Einsatz eines mehrstufigen Bunchersystems ein intensiver Elektronenstrahl im Booster-Synchrotron vorbeschleunigt und im Stretcherring akkumuliert werden. Die durch den Elektronenstrahl erzeugten elektromagnetischen Felder wechselwirken mit der leitenden Vakuumkammer des Speicherrings und können damit auf nachfolgende Elektronenpakete wirken. Wechselwirkungen dieser Art können sogenannte Multi-Bunch-Instabilitäten auslösen, die zu einer Minderung der Strahlqualität bis hin zu partiellem oder vollständigem Strahlverlust führen. An ELSA werden diese Instabilitäten durch ein aktives Bunch-by-Bunch-Feedback-System kompensiert. Dieses FPGA-basierte System erlaubt darüber hinaus eine detaillierte Untersuchung der dreidimensionalen Strahldynamik im Stretcherring und auch im Booster-Synchrotron. Eine neue Hochfrequenzanlage mit zwei siebenzelligen Hochfrequenzresonatoren des Typs PE- TRA wird im Stretcherring aufgebaut, um den Energieverlust des Elektronenstrahls durch die Abstrahlung von Synchrotronlicht auch bei hohen Strahlintensitäten kompensieren zu können. Damit ist auch eine Erhöhung der Strahlenergie auf 3,5GeV möglich. Die bereits bestehende Hochfrequenzanlage wurde mit einer neuen FPGA-basierten Ansteuerung zur aktiven Regelung der Beschleunigungsspannung und -phase ausgestattet, die den stabilen Betrieb des Bunch-by- Bunch-Feedback-Systems unabhängig von Strahlenergie und -intensität ermöglicht. Mit diesen Maßnahmen ist es gelungen, die Beschleunigeranlage ELSA für den stabilen Betrieb mit Strahlintensitäten von bis zu 200mA zu optimieren.","2015","2025-06-13 13:27:27","2025-06-13 13:27:27","","","","","","","","","","","","","Universität Bonn","","de","","Doctoral thesis (Dr. rer. nat.)","","","","","fulltext-url: https://bonndoc.ulb.uni-bonn.de/xmlui/bitstream/handle/20.500.11811/6574/4207.pdf?sequence=1&isAllowed=y Citation Key: schedler__2015__intensitaets","","","","#author/gender/:male; #degree/granted-by/:uni-bonn; #degree/title/:dr.rer.nat.; #is-about/facility/:elsa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
