id,parent__id,topLevel__id,partOfCommunityDegree,instanceOfs__taxonomyID,isFormalOrganization,isResearchInstitution,isUniversity,isWorkingGroup,isDepartment,category,label.fullName.de,label.fullName.en,label.short.de,label.short.en,tagline.en,tagline.de,description.de,description.en,hasHeads.literal,hasHeads.contact__contactsIDs,location.country.code,location.city,location.coords.lat,location.coords.lng,links.homepage.de,links.homepage.en,links.rorId,uniquePeopleCount.professor.physicist.female,uniquePeopleCount.professor.physicist.male,uniquePeopleCount.professor.physicist.nonbinary,uniquePeopleCount.professor.engineer.female,uniquePeopleCount.professor.engineer.male,uniquePeopleCount.professor.engineer.nonbinary,uniquePeopleCount.professor.other.female,uniquePeopleCount.professor.other.male,uniquePeopleCount.professor.other.nonbinary,uniquePeopleCount.seniorResearcher.physicist.female,uniquePeopleCount.seniorResearcher.physicist.nonbinary,uniquePeopleCount.seniorResearcher.physicist.male,uniquePeopleCount.seniorResearcher.other.female,uniquePeopleCount.seniorResearcher.other.nonbinary,uniquePeopleCount.seniorResearcher.other.male,uniquePeopleCount.seniorResearcher.engineer.nonbinary,uniquePeopleCount.seniorResearcher.engineer.male,uniquePeopleCount.seniorResearcher.engineer.female,uniquePeopleCount.postDoc.physicist.female,uniquePeopleCount.postDoc.physicist.nonbinary,uniquePeopleCount.postDoc.physicist.male,uniquePeopleCount.postDoc.other.nonbinary,uniquePeopleCount.postDoc.other.male,uniquePeopleCount.postDoc.other.female,uniquePeopleCount.postDoc.engineer.nonbinary,uniquePeopleCount.postDoc.engineer.male,uniquePeopleCount.postDoc.engineer.female,uniquePeopleCount.phdStudent.physicist.female,uniquePeopleCount.phdStudent.physicist.nonbinary,uniquePeopleCount.phdStudent.physicist.male,uniquePeopleCount.phdStudent.other.nonbinary,uniquePeopleCount.phdStudent.other.male,uniquePeopleCount.phdStudent.other.female,uniquePeopleCount.phdStudent.engineer.nonbinary,uniquePeopleCount.phdStudent.engineer.male,uniquePeopleCount.phdStudent.engineer.female,uniquePeopleCount.masterStudent.physicist.female,uniquePeopleCount.masterStudent.physicist.nonbinary,uniquePeopleCount.masterStudent.physicist.male,uniquePeopleCount.masterStudent.other.nonbinary,uniquePeopleCount.masterStudent.other.male,uniquePeopleCount.masterStudent.other.female,uniquePeopleCount.masterStudent.engineer.nonbinary,uniquePeopleCount.masterStudent.engineer.male,uniquePeopleCount.masterStudent.engineer.female,uniquePeopleCount.bachelorStudent.physicist.female,uniquePeopleCount.bachelorStudent.physicist.nonbinary,uniquePeopleCount.bachelorStudent.physicist.male,uniquePeopleCount.bachelorStudent.other.nonbinary,uniquePeopleCount.bachelorStudent.other.male,uniquePeopleCount.bachelorStudent.other.female,uniquePeopleCount.bachelorStudent.engineer.male,uniquePeopleCount.bachelorStudent.engineer.nonbinary,uniquePeopleCount.bachelorStudent.engineer.female,uniquePeopleCountSum.female,uniquePeopleCountSum.male,uniquePeopleCountSum.nonbinary,uniquePeopleCountSum.physicist,uniquePeopleCountSum.engineer,uniquePeopleCountSum.total,uniquePeopleCountSum.other,uniquePeopleCountSum.professor,uniquePeopleCountSum.seniorResearcher,uniquePeopleCountSum.postDoc,uniquePeopleCountSum.phdStudent,uniquePeopleCountSum.masterStudent,uniquePeopleCountSum.bachelorStudent,uniquePeopleCountRecursiveSum.total,uniquePeopleCountRecursiveSum.professor,uniquePeopleCountRecursiveSum.seniorResearcher,uniquePeopleCountRecursiveSum.postDoc,uniquePeopleCountRecursiveSum.phdStudent,uniquePeopleCountRecursiveSum.masterStudent,uniquePeopleCountRecursiveSum.bachelorStudent,uniquePeopleCountRecursiveSum.physicist,uniquePeopleCountRecursiveSum.engineer,uniquePeopleCountRecursiveSum.other,uniquePeopleCountRecursiveSum.female,uniquePeopleCountRecursiveSum.male,uniquePeopleCountRecursiveSum.nonbinary,review.status__id,review.log,review.reviewer__contactsID
community/cern/ats/be/op/lhc,community/cern/ats/be/op/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: LHC-Betrieb,Section: LHC Operation,ATS-BE-OP-LHC,ATS-BE-OP-LHC,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/abp/inc,community/cern/ats/be/abp/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Abschnitt: Inkohärente Effekte,Section: Incoherent Effects,ATS-BE-ABP-INC,ATS-BE-ABP-INC,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/op/ti,community/cern/ats/be/op/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Betrieb der technischen Infrastruktur,Section: Technical Infrastructure Operation,ATS-BE-OP-TI,ATS-BE-OP-TI,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/abp/laf,community/cern/ats/be/abp/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Lepton-Beschleuniger und Einrichtungen,Section: Lepton Accelerators and Facilities,ATS-BE-ABP-LAF,ATS-BE-ABP-LAF,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/en/,community/cern/ats/be/op/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Abteilung: Technik,Department: Engineering,ATS-EN,ATS-EN,<to be set>,<to be translated>,,,"","",,,,,,https://en.web.cern.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/abp/lno,community/cern/ats/be/abp/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Lineare und nichtlineare Optik,Section: Linear and Non-Linear Optics,ATS-BE-ABP-LNO,ATS-BE-ABP-LNO,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/asr/,community/cern/ats/be/,community/cern,full,/g/organization/working-group,false,false,false,true,false,international,Gruppe: Verwaltung,"Group: Administration, Safety and Resources",ATS-BE-ASR,ATS-BE-ASR,<to be set>,<to be translated>,,,"","",,,,,,https://be-dep-asr.web.cern.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/css/fst,community/cern/ats/be/css/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Front-End-Software & Zeitmessung,Section: Front-end Software & Timing,ATS-BE-CSS-FST,ATS-BE-CSS-FST,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/abp/ndc,community/cern/ats/be/abp/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Nichtlineare Dynamik und Kollimation,Section: Non-Linear Dynamics and Collimation,ATS-BE-ABP-NDC,ATS-BE-ABP-NDC,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/asr/rl,community/cern/ats/be/asr/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Ressourcen und Logistik,Section: Resources & Logistics (RL),ATS-BE-ASR-RL,ATS-BE-ASR-RL,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/css/gta,community/cern/ats/be/css/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Abschnitt: GUI-Technologien & Anwendungen,Section: GUI Technologies & Applications,ATS-BE-CSS-GTA,ATS-BE-CSS-GTA,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/asr/su,community/cern/ats/be/asr/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion:  Sicherheit,Section: Safety Unit,ATS-BE-ASR-SU,ATS-BE-ASR-SU,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/css/isa,community/cern/ats/be/css/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Infrastruktur und Systemverwaltung,Section: Infrastructure & System Administration,ATS-BE-CSS-ISA,ATS-BE-CSS-ISA,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/cem/,community/cern/ats/be/,community/cern,full,/g/organization/working-group,false,false,false,true,false,international,Gruppe: Steuerungselektronik und Mechatronik,Group: Controls Electronics and Mechatronics,ATS-BE-CEM,ATS-BE-CEM,<to be set>,<to be translated>,,,"","",,,,,,https://be-dep-cem.web.cern.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/css/set,community/cern/ats/be/css/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Softwaretechnik-Technologien,Section: Software Engineering Technologies,ATS-BE-CSS-SET,ATS-BE-CSS-SET,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/cem/edm,community/cern/ats/be/cem/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Elektronikdesign und Low-Level-Software,Section: Electronics Design & Low level software,ATS-BE-CEM-EDM,ATS-BE-CEM-EDM,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/css/dsb,community/cern/ats/be/css/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Datenwissenschaft für den Strahlbetrieb,Section: Data Science for Beam Operation,ATS-BE-CSS-DSB,ATS-BE-CSS-DSB,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/ea,community/cern/ats/be/,community/cern,full,/g/organization/working-group,false,false,false,true,false,international,Gruppe: Experimentelle Bereiche,Group: Experimental Areas,ATS-BE-EA,ATS-BE-EA,<to be set>,<to be translated>,,,"","",,,,,,https://be-dep-ea.web.cern.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/cem/epr,community/cern/ats/be/cem/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Elektronikproduktion & Strahlungstoleranz,Section: Electronics Production & Radiation Tolerant,ATS-BE-CEM-EPR,ATS-BE-CEM-EPR,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/gm/,community/cern/ats/be/,community/cern,full,/g/organization/working-group,false,false,false,true,false,international,Gruppe: Geodätische Metrologie,Group: Geodetic Metrology,ATS-BE-GM,ATS-BE-GM,<to be set>,<to be translated>,,,"","",,,,,,https://be-dep-gm.web.cern.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/cem/in,community/cern/ats/be/cem/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Infrastruktur,Section: Infrastructure,ATS-BE-CEM-IN,ATS-BE-CEM-IN,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/gm/asg,community/cern/ats/be/gm/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Beschleunigungsvermessung und geodätische Messungen,Section: Accelerator Surveying and Geodetic measurements,ATS-BE-GM-ASG,ATS-BE-GM-ASG,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/cem/mro,community/cern/ats/be/cem/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Mechatronik,"Section: Mechatronics, Robotics & Operation",ATS-BE-CEM-MRO,ATS-BE-CEM-MRO,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/gm/apc,community/cern/ats/be/gm/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Software für Erfassung,"Section: Acquisition, Processing and data Control Software",ATS-BE-GM-APC,ATS-BE-GM-APC,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/cem/mta,community/cern/ats/be/cem/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Messung,"Section: Measurement, Test & Analysis",ATS-BE-CEM-MTA,ATS-BE-CEM-MTA,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/gm/esa,community/cern/ats/be/gm/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Experiment-Vermessung und -Ausrichtung ,Section: Experiment Surveying and Alignment ,ATS-BE-GM-ESA,ATS-BE-GM-ESA,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/css/,community/cern/ats/be/,community/cern,full,/g/organization/working-group,false,false,false,true,false,international,Gruppe: Steuerungssoftware & Dienstleistungen,Group: Controls Software & Services,ATS-BE-CSS,ATS-BE-CSS,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/gm/hpa,community/cern/ats/be/gm/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Hochpräzise Ausrichttechnologien,Section: High Precision Alignment technologies,ATS-BE-GM-HPA,ATS-BE-GM-HPA,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/css/cpa,community/cern/ats/be/css/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Bereich: Kommunikation,"Section: Communication, Processing & Archival",ATS-BE-CSS-CPA,ATS-BE-CSS-CPA,<to be set>,<to be translated>,,,"","",,,,,,https://be-dep-css.web.cern.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/ics/,community/cern/ats/be/,community/cern,full,/g/organization/working-group,false,false,false,true,false,international,Gruppe: Industrielle Kontrollsysteme,Group: Industrial Control Systems,ATS-BE-ICS,ATS-BE-ICS,<to be set>,<to be translated>,,,"","",,,,,,https://be-dep-ics.web.cern.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/css/csa,community/cern/ats/be/css/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Bereich: Konfiguration,"Section: Configuration, Settings & Automation",ATS-BE-CSS-CSA,ATS-BE-CSS-CSA,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/ics/ecs,community/cern/ats/be/ics/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Engineering von Steuerungssystemen,Section: Engineering of Control Systems,ATS-BE-ICS-ECS,ATS-BE-ICS-ECS,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/ics/stf,community/cern/ats/be/ics/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: SCADA-Technologien und -Rahmenwerke,Section: SCADA Technologies and Frameworks,ATS-BE-ICS-STF,ATS-BE-ICS-STF,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/ics/acs,community/cern/ats/be/ics/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: Automatische Steuerung und Sicherheit,Section: Automatic Control and Safety,ATS-BE-ICS-ACS,ATS-BE-ICS-ACS,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/ics/sas,community/cern/ats/be/ics/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: SCADA-Anwendungen und Servicemanagement,Section: SCADA Applications and Service management,ATS-BE-ICS-SAS,ATS-BE-ICS-SAS,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/ics/tma,community/cern/ats/be/ics/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Abschnitt: Werkzeuge und Middleware für die Automatisierung,Section: Tools and Middleware for Automation,ATS-BE-ICS-TMA,ATS-BE-ICS-TMA,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/op/,community/cern/ats/be/,community/cern,full,/g/organization/working-group,false,false,false,true,false,international,Gruppe: Operationen,Group: Ooperations,ATS-BE-OP,ATS-BE-OP,<to be set>,<to be translated>,,,"","",,,,,,https://be-dep-op.web.cern.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/op/psb,community/cern/ats/be/op/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Abschnitt: LINAC4 & PSB Betrieb,Section: LINAC4 & PSB Operation,ATS-BE-OP-PSB,ATS-BE-OP-PSB,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/op/ps,community/cern/ats/be/op/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Abschnitt: PS Betrieb & AD/ELENA Backup Betrieb,Section: PS Operation & AD/ELENA Backup Operation,ATS-BE-OP-PS,ATS-BE-OP-PS,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/op/ad,community/cern/ats/be/op/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: AD & ELENA Betrieb,Section: AD & ELENA Operation,ATS-BE-OP-AD,ATS-BE-OP-AD,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/op/sps,community/cern/ats/be/op/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Sektion: SPS- & LEIR-Betrieb,Section: SPS & LEIR Operation,ATS-BE-OP-SPS,ATS-BE-OP-SPS,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/be/op/iso,community/cern/ats/be/op/,community/cern,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,international,Abschnitt: ISOLDE Betrieb,Section: ISOLDE Operation,ATS-BE-OP-ISO,ATS-BE-OP-ISO,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/en/aa,community/cern/ats/en/,community/cern,full,/g/organization/working-group,false,false,false,true,false,international,Gruppe: Zugang & Alarm,Group: Access & Alarm,ATS-EN-AA,ATS-EN-AA,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/en/ace,community/cern/ats/en/,community/cern,full,/g/organization/working-group,false,false,false,true,false,international,Gruppe: Beschleunigerkoordination und Technik,Group: Accelerator Coordination and Engineering,ATS-EN-ACE,ATS-EN-ACE,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
community/cern/ats/en/cv,community/cern/ats/en/,community/cern,full,/g/organization/working-group,false,false,false,true,false,international,Gruppe: Kühlung und Belüftung,Group: Cooling and Ventilation,ATS-EN-CV,ATS-EN-CV,<to be set>,<to be translated>,,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
